__label__2 , 赫斯基 首季 盈利 增胜 预期
__label__2 , 新创建集团 收购 贵梧 高速 公司 股权 合作 备忘录 失效
__label__2 , 多元化 新世界 老牌 港资 地产 豪门 找到 中兴 路
__label__2 , 新创建 收购 富通 保险 保监局 批准
__label__2 , 新创建 收购 富通 已获 新世界发展 批准
__label__2 , 新创建集团 获 股东 批准 收购 富通 保险 发行 股本
__label__2 , 胡润 大中华区 独角兽 报告 出炉 微医 获评 上升 最快 互联网 医疗 独角兽
__label__2 , 新创建 收购 富通 保险 带来 协同效应 研究 大湾区 设 经营 机构
__label__3 , 新创建集团 去年 下半年 净利 亿港元 同比 减少
__label__3 , 新创建集团 年个 月 纯利 同比 减少 每股 派息 港元
__label__3 , 新创建集团 中期 股东 应 占 溢利 减少 亿港元 每股 派息 港元
__label__2 , 新创建集团 拟 收购 贵梧 高速 公司 股权
__label__2 , 绿城 金融 董事长 耿靖 金融 牌照 中 保险 牌照 值钱
__label__1 , 大和 升 新创建 目标价 港元 重申 买入 评级
__label__2 , 美银 美林 维持 新世界 买入 评级 目标价 港元
__label__3 , 港股 恒指 跳水 跌 新世界 接盘 富通 重挫
__label__2 , 新地 周大福 持股 新创建 跨界 收购 拟 亿购 富通 保险
__label__2 , 新世界发展 亿港元 收购 九鼎 旗下 富通 保险
__label__2 , 九鼎集团 亿港元 出售 富通 保险 投资 盈利 约 亿港元
__label__2 , 新创建集团 斥 亿港元 收购 富通 保险
__label__3 , 新创建集团 新川 拟 质押 其于 岳南 拥有 股权 贷款 抵押品
__label__2 , 新创建集团 更换 行政 总裁
__label__3 , 新创建集团 曾荫培 退任 行政职务 调任 非 执行 董事
__label__2 , 新创建集团 企业 管治委员会 于月 日 成立
__label__2 , 大和 降 新创建 目标价 至元 重申 买入
__label__2 , 新创建 全年 资本 开支 亿元 半数 用于 飞机 业务
__label__2 , 新创建集团 年度 股东 应 占 溢利 同比 增至 亿港元 末期 息 每股 港元
__label__2 , 新创建集团 年度 净利润 创新高 亿港元
__label__1 , 中国飞机租赁 行业 爆发 公司 高 成长 看好 拆解 业务
__label__2 , 汤 志昌 辞任 伟俊矿业集团 公司 秘书 授权代表
__label__3 , 伟俊矿业集团 预期 全年 净亏损 因购 股权 开支 显著 上升
__label__2 , 伟俊矿业集团 获 主席 林清 渠六 日增 持 亿股
__label__3 , 伟俊矿业集团 上半年 亏损 扩大 万元
__label__3 , 伟俊矿业集团 年 净亏损 减少 万港元
__label__1 , 伟俊矿业集团 附属 拟向 河北 汉唯 生物制药 有限公司 投资 万元 占股
__label__3 , 伟俊矿业集团 上半年 净亏损 收窄 万港元
__label__3 , 伟俊矿业集团 终止 收购 伟俊 文化 股权
__label__1 , 陈 月贵 辞任 伟俊矿业集团 公司 秘书 授权代表
__label__3 , 伟俊 矿业 中期 亏损 扩大 业绩 强调 事项
__label__3 , 伟俊 矿业 料 中期 亏损 显 扩大
__label__1 , 伟俊矿业集团 拟 亿港元 收购 一家 股 普通股 公司
__label__3 , 伟俊矿业集团 配售 协议 失效
__label__3 , 伟俊 矿业 终止 配股 今复牌
__label__3 , 中国大冶有色金属 翟 保金 辞任 执行 董事
__label__3 , 中国大冶有色金属 年度 股东 应 占 亏损 同比 扩大 亿元
__label__3 , 中国大冶有色金属 中期 股东 应 占 亏损 收窄 万元
__label__1 , 大冶 有色 有色金属 编码标准 应用 效果 好于 预期
__label__3 , 中国大冶有色金属 年度 股东 应 占 亏损 同比 收窄 万元
__label__3 , 中国大冶有色金属 铜绿山 矿 事故 预计 直接 经济损失 万元
__label__3 , 中国大冶有色金属 铜绿山 矿 事故 企业 非法 越界 盗采 矿产 所致
__label__3 , 中国大冶有色金属 中期 亏损 减少 亿元
__label__1 , 港股 异动 非铜 小可 中国大冶有色金属 暴涨
__label__3 , 中国大冶有色金属 料 年度 亏损 大幅 减少
__label__3 , 大冶 有色 发盈 警料 去年 亏损 增加
__label__1 , 国企改革 湖北 样本 对接 央企 平台 腾挪
__label__2 , 亚洲金融 回购 万股 涉资 万港元
__label__2 , 亚洲金融 回购 万股 涉资 万港元
__label__2 , 亚洲金融 回购 万股 涉资 万港元
__label__2 , 亚洲金融 月 日斥 万元 回购 万股
__label__2 , 亚洲金融 斥资 万港元 回购 万股
__label__2 , 亚洲金融 年度 股东 应 占 溢利 同比 降至 亿港元 末期 息港 仙
__label__3 , 亚洲金融 月 日 合计 注销 万股 回购 股份
__label__2 , 亚洲金融 回购 万股 涉资 万港元
__label__3 , 亚洲金融 注销 回购 万股
__label__3 , 刘姝威 赴 格力 做 独董 万科 事件 中 炮轰 宝能 薪酬 翻番
__label__2 , 亚洲金融 月 日 注销 万股
__label__2 , 亚洲金融 月 日 注销 万股
__label__2 , 亚洲金融 回购 万股 涉资 万港元
__label__3 , 亚洲金融 注销 回购 万股
__label__2 , 亚洲金融 月 日 注销 万股
__label__2 , 亚洲金融 月 日 注销 万股
__label__2 , 亚洲金融 斥 万港元 回购 万股
__label__2 , 亚洲金融 斥 万港元 回购 万股
__label__2 , 亚洲金融 回购 万股 涉资 万港元
__label__3 , 亚洲金融 终止 出售 香港 人寿 股份
__label__2 , 亚洲金融 月 日 注销 万股
__label__2 , 金山能源 万元 收购 物流 业务 股权
__label__1 , 金山能源 拟 万元 收购 陕西 万喜 物流 股权
__label__3 , 金山能源 中期 亏损 扩大 万港元
__label__1 , 金山能源 拟 收购 股权
__label__3 , 金山能源 中期 净亏损 同比 收窄 万港元
__label__2 , 金山能源 完成 亿 股份 配售 新 引入 主要 股东
__label__1 , 金山能源 发 盈喜 料 去年 扭亏
__label__1 , 华电能源 认购 金山能源 非公 发行 股份 获批
__label__3 , 王大勇 减持 金山能源 万股 套现 万 港币
__label__1 , 金山能源 配股 筹 亿元 拓展 石头 纸 业务
__label__1 , 金山能源 配股 筹亿今 复牌
__label__1 , 金山能源 发 盈喜 料 中期 业绩 好转
__label__1 , 金山能源 主席 许振东 请辞
__label__2 , 中国 综合 废物 管理 解决方案 供应商 北控 城市 资源集团 港交所 递表
__label__2 , 海通证券 去年 净利 下滑 近 四成
__label__3 , 海通国际 年度 股东 应 占 溢利 降至 亿港元 全球 投行 能力 继续 保持 业内 领先
__label__3 , 证监会 向家 经纪 行发 限制 通知书 涉及 中国鼎益丰 调查
__label__2 , 海通国际 获授 最高 亿港元 循环 备用 贷款
__label__2 , 海通国际 因获 三名 董事 行使 购 股权 折让 发行 万股
__label__2 , 海富通基金 获 三项 专业 投资 大奖
__label__2 , 首家 券商 系 融资 租赁 公司 分拆 上市 海通恒信 赴 港
__label__2 , 海通国际 海通证券 签订 总 协议 涉及 多项 服务 投资 财务 交易
__label__2 , 别人家 公司 海通国际 无息贷款 应届 员工 买房 总额 亿 港币 每人 不超 万 港币
__label__2 , 海通国际 宣布 每位 新人 万港元 免息 贷款 总裁 林涌 年轻人 公司 未来
__label__3 , 海通国际 大幅 下调 莎莎 目标价 股价 跌 逾
__label__2 , 港股 午评 恒指 涨 石药集团 大涨 领涨 蓝筹
__label__2 , 海通国际 成 首批 沪伦 通全球 存托 凭证 英国 跨境 转换 机构
__label__2 , 上交所 海通国际 英国 有限公司 予以 沪伦 通全球 存托 凭证 英国 跨境 转换 机构 备案
__label__2 , 浦江 国际集团 有限公司 递交 香港 申请
__label__2 , 港股 金融 板块 大涨 内资 内险 中资 券商 股 集体 走高
__label__2 , 阳光 中国 建议 发行 美元 优先 票据
__label__2 , 中国恒大 建议 进一步 发行 美元 优先 票据
__label__2 , 海通国际 领投 欧洲 领先 旅游 购物 平台 易游
__label__2 , 海通国际 合计 授出 万份 购 股权 行权价 溢价
__label__3 , 业绩 整体 承压 综合 金融 布局 完善 海通证券
__label__2 , 海通国际 溢价 发行 亿股 股代息 股份
__label__2 , 海通国际 调整 年 年 换 股债 换 股价
__label__2 , 新工投资 月末 每股 综合 资产 净值 约 港元
__label__3 , 新工投资 年度 业绩 由盈 转亏 万港元
__label__2 , 新工投资 月末 每股 资产 净值 约 港元
__label__2 , 新工投资 月末 每股 资产 净值 约 港元
__label__2 , 新工投资 月末 每股 资产 净值 港元
__label__2 , 新工投资 月末 每股 资产 净值 约 港元
__label__2 , 新工投资 九月底 每股 股份 资产 净值 约 港元
__label__2 , 新工投资 月末 每股 资产 净值 约 港元
__label__2 , 新工投资 月底 每股 综合 资产 净值 约 港元
__label__1 , 新工投资 获 林万强 两 日增 持 万股
__label__1 , 新工投资 年度 溢利 亿港元 实现 扭亏为盈
__label__1 , 新工投资 股价 成交量 寻常 上升 暂 知悉 原因
__label__1 , 新工投资 获 林万强 增持 万股
__label__1 , 新工投资 每股 综合 资产 净值 约 港元
__label__1 , 新工投资 每股 综合 资产 净值 约 港元
__label__2 , 新工投资 月末 每股 综合 资产 净值 约 港元
__label__3 , 新工投资 去年 转蚀 亿
__label__3 , 减持 新工投资 万股 套现 万 港币
__label__2 , 卓信 国际 控股 委任 陈英 祺 公司 秘书 首席财务官
__label__3 , 东银国际控股 年度 股东 应 占 溢利 降至 万港元
__label__2 , 东银国际控股 东银 壳牌 股权 转让 事项 截止 日期 延长 月 日
__label__2 , 债务 重组 方案 流动性 危机 一年 东银 控股 终于 能喘 口气
__label__2 , 东银国际控股 重庆 东银 控股 债权人 订立 正式 债务 重组 协议
__label__2 , 东银国际控股 附属 拟斥 万元 购 机器设备 融资 租赁
__label__2 , 东银国际控股 合资 订立 万元 融资 租赁 协议
__label__2 , 东银 国际 相关 公司 拟 收购 东银 壳牌 股权 清偿 借款
__label__2 , 逾家房 企前 月 销售额 增 三成
__label__3 , 东银 国际 非 执行 董事 王晓波 辞职 潘川 接任
__label__2 , 东银国际控股 委任 潘川 非 执行 董事
__label__2 , 前 月 标杆 房企 销售 目标 平均 完成率 超 八成
__label__2 , 重庆 东银 拟向 东银国际控股 转让 东银 壳牌 股份 偿还 借款
__label__2 , 东银国际控股 附属 陕西 太白 订立 融资 租赁 协议 顾问 协议 涉资 万元
__label__2 , 东银 国际 兴烨 扬 贷出 万 利息 厘
__label__2 , 东银国际控股 拟授 出 万港元 月 期 贷款
__label__2 , 东银国际控股 合资 公司 授出 一笔 万元 贷款
__label__2 , 度过 债务 危机 东原地产 半年 考 及格
__label__1 , 东银 国际 上半年 净利 增至 万港元
__label__1 , 东银国际控股 中期 净利 同比 增长 逾 倍至 万港元
__label__1 , 东银国际控股 拟 万元 购 医疗 机器设备 回租予 洪泽 医院
__label__3 , 东银国际控股 附属 终止 高密市医院 机器设备 购买 协议
__label__3 , 龙湖 绿地 前 四月 销售 增速 现 负数 各大房 企 加速 背后 融资 风险 犹存
__label__1 , 房企新 打法 渐 成型 合作 抱团 去化
__label__1 , 东银国际控股 年度 业绩 由亏 转盈 万港元
__label__2 , 东银 国际 罗韶颖 调任 非 执行 董事 继续 担任 副 主席 一职
__label__2 , 东银国际控股 执行 董事 罗韶颖 调任 非 执行 董事
__label__3 , 东银国际控股 授予 重庆 东银 亿元 借款 发生 违约
__label__1 , 东银国际控股 中期 业绩 扭亏为盈 万港元
__label__2 , 创科实业 因购 股权 获 行使 折让 发行 万股
__label__3 , 创科实业 董事 两日 减持 万股
__label__3 , 创科实业 董事 两日 减持 万股
__label__2 , 创科实业 因购 股权 获 行使 折让 发行 万股
__label__2 , 创科实业 因购 股权 获 行使 合计 发行 万股
__label__2 , 创科实业 因购 股权 获 行使 折让 逾发 万股
__label__2 , 摩通 升创 科 目标价 至元 评级 增持
__label__2 , 创科实业 毛利率 增势 持续 计划 继续 越南 开新 厂
__label__2 , 麦格理 升创 科 目标价 至元 评级 跑 赢大 市
__label__2 , 花旗 升创 科 目标价 至元 评级 买入
__label__2 , 创科实业 毛利率 十 连涨 未来 五年 毛利率 持续增长
__label__2 , 大和 上调 创科 目标价 至元 评级 维持 买入
__label__2 , 花旗 予 创科 评级 买入 目标价 元
__label__2 , 创科实业 未来 五年 毛利率 持续增长 料 平均 每年 增 基点
__label__2 , 创科实业 公司 毛利率 连续 十年 上升 未来 五年 继续 提高
__label__2 , 美银 美林 升创 科 目标价 至元 评级 中性
__label__2 , 创科实业 独董 获 任为 提名委员会 成员
__label__2 , 创科实业 年度 纯利 增至 亿美元 每股 派港 仙
__label__2 , 花旗 维持 创科 买入 评级 目标价 港元
__label__2 , 电动工具 界 恒指 新贵 创科实业 亮点
__label__2 , 小摩 创科实业 获纳 恒指 成份股 目标价 港元
__label__2 , 创科实业 月 日 注销 万股
__label__2 , 创科实业 月 日 注销 万股
__label__2 , 出口 股 创科 推
__label__2 , 小摩 升 创科实业 目标价 港元 评级 增持
__label__2 , 创科实业 月 日 注销 万股
__label__2 , 创科实业 月 日 合计 注销 万股 回购 股份
__label__2 , 大和 降 创科实业 目标价 港元 重申 买入
__label__2 , 创科实业 回购 万股 涉资 万港元
__label__2 , 创科实业 月 日 注销 万股
__label__2 , 中国东方航空股份 非 公开 发行 股 股票 获中 证监 审核
__label__1 , 欧美 长 航线 一线 一企 格局 打破 东航 国航 获批 上海 伦敦 航线
__label__2 , 大和 东航 增速 放缓 受累 高 基数 维持 优于 大市 评级
__label__2 , 东航 月 旅客 周转量 升
__label__2 , 中国东方航空 月份 旅客 周转量 同比 上升
__label__3 , 东方航空 终止 购买 架 波音 飞机 东航 租赁 集团 租赁 使用权
__label__2 , 中国东方航空 波音 索赔 停飞 损失
__label__2 , 东航 雅加达 航班 整体 迁入 雅加达国际机场 号 航站楼
__label__1 , 美股 盘前 必读 欧美 股市 全线 走高 牛仔裤 品牌 李维斯 盘前 大涨
__label__2 , 上海 自贸区 瞄准 具有 较强 国际 竞争力 产业 高地 发力
__label__2 , 东航 客机 停飞 波音 索偿
__label__2 , 东航 业绩 会 争取 京沪线 留在 首都机场
__label__2 , 交银 国际 维持 东方航空 中性 评级 目标价 港元
__label__3 , 众安房产 减持 万股
__label__2 , 众安房产 董事会 建议 更改 公司 名称 众安集团
__label__2 , 众安房产 拟 更名 众安集团
__label__2 , 业绩 会 实录 众安房产 张坚 钢 去年 销售 达标 市场 波动 背锅
__label__1 , 众安房产 今年 新增 亿 货值 土地 销售 目标 亿元
__label__3 , 众安房产 年 股东 应 占 溢利 同比 下降 亿元
__label__2 , 众安房产 预计 去年 净利 大幅 下降 投资 物业 公允 值 变动 持平
__label__2 , 众安房产 预计 年度 利润 上年 同期 大幅度 下降
__label__2 , 众安房产 亿 收购 浙江 新农都 股权
__label__2 , 上半年 利润 同比 下滑 超 八成 众安房产 启动 快 周转 挽 颓势
__label__2 , 众安房产 执行 董事 汪 水云 获 委任 董事会 副 主席
__label__3 , 众安房产 中期 净利润 万元 同比 减少
__label__2 , 众安房产 委任 张坚 钢为 首席 执行官
__label__2 , 百强 房企 三十年 过往 皆 序曲
__label__1 , 众安房产 附属 拟斥 亿元 收购 徐州 万象 股权
__label__3 , 业绩 会 实录 众安房产 坚持 低 负债率 保守 发展
__label__1 , 众安房产 年度 净利 亿元 同比 增长
